ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-00745,2024-02-25,PMP-002,Panne Hydraulique,26.50,Celine Lefebvre,
INT-00746,2024-12-04,PMP-003,Défaut Capteur,17.50,A. PETIT,-
INT-00747,2024-12-17,CNC-004,Panne Mécanique,26.25,Isabelle Garcia,Capteur inductif M12
INT-00748,2024-06-16,MOT-007,Défaut Capteur,19 heures 15 min,Marie Simon,"Vérin pneumatique ISO 6432, Relais temporisé"
INT-00749,2024-05-12,MOT-007,Surchauffe,44.50,Sophie Bernard,Electrovanne 5/2
INT-00750,2024-11-07,PMP-003,Fuite,10.75,Céline Lefebvre,Fusible 10A
INT-00751,2024-10-14,CNC-003,Défaut Capteur,30.50,Céline Lefebvre,"Courroie HTD 800-8M, Fusible 10A, Variateur ATV320"
INT-00752,2024-06-02,CNC-008,Défaut Lubrification,22.25,Pierre Rodriguez,Aucune
INT-00753,2024-06-17,CNC-004,Panne Hydraulique,25.50,Alexandre Petit,Variateur ATV320
INT-00754,2024-03-22,PMP-006,Vibration Anormale,38.25,Pierre Rodriguez,"Electrovanne 5/2, Filtre hydraulique HF35, Roulement SKF 6205"
INT-00755,2024-01-07,CNC-007,Surchauffe,37.25,Alexandre Petit,
INT-00756,2024-04-04,MOT-001,Vibrations Anormales,42.75,Marie SIMON,"Roulement SKF 6205, Huile ISO VG 68"
INT-00757,2024-06-12,CNC-007,Surchauffe,31.75,Marie Simon,"Câble 3G2.5, Roulement SKF 6205, Joint torique NBR 40x3"
INT-00758,2024-12-26,CNC-001,Vibrations Anormales,30h30,Martin Dupont,Graisse lithium NLGI 2
INT-00759,2024-04-10,CNC-005,Panne Mécanique,28.00,Alexandre Petit,Contacteur LC1D09
INT-00760,2024-09-26,MOT-002,Panne Mécanique,10.50,Isabelle Garcia,"Filtre hydraulique HF35, Capteur inductif M12"
INT-00761,2024-10-01,CNC-003,Fuite,13.75,Marie Simon,N/A
INT-00762,2024-08-14,MOT-010,Panne Mécanique,24.50,Céline Lefebvre,Variateur ATV320
INT-00763,2024-11-06,CNC-004,Panne Pneumatique,14.00,Pierre Rodriguez,Disjoncteur C16
INT-00764,2024-06-21,MOT-005,Panne Electrique,12.5,Isabelle Garcia,"Courroie HTD 800-8M, Huile ISO VG 68"
INT-00765,2024-06-20,MOT-004,Usure Normale,39.00,Julie Moreau,Disjoncteur C16
INT-00766,17-01-2024,CNC-006,Fuite,30.50,Julie Moreau,Contacteur LC1D09
INT-00767,2024-12-21,CMP-009,Panne Hydraulique,47.00,Marie Simon,Contacteur LC1D09
INT-00768,2024-05-15,MOT-006,Surchauffe,40.25,Sophie Bernard,"Contacteur LC1D09, Disjoncteur C16"
INT-00769,2024-10-02,MOT-002,Défaut Lubrification,42.25,Julie Moreau,
INT-00770,2024-03-04,CVY-008,Défaut Capteur,34.75,Julie Moreau,Joint torique NBR 40x3 / Roulement SKF 6205 / Capteur inductif M12
INT-00771,2024-11-16,CNC-001,Panne Mécanique,10.50,Alexandre Petit,"Variateur ATV320, Roulement SKF 6205"
INT-00772,2024-06-18,CVY-010,Panne Electrique,37.00,Alexandre Petit,"Contacteur LC1D09, Huile ISO VG 68, Roulement SKF 6205"
INT-00773,2024-03-26,CNC-005,Fuite,8.00,Céline Lefebvre,Fusible 10A
INT-00774,2024-11-27,MOT-003,Surchauffe,24.25,Thomas Laurent,Variateur ATV320
INT-00775,2024-03-14,CVY-005,Panne Électrique,5.75,Alexandre Petit,Contacteur LC1D09
INT-00776,2024-09-04,CNC-008,Panne Mécanique,20.00,Marie Simon,
INT-00777,2024-11-27,CNC-006,Surchauffe,36.25,Julie Moreau,"Vérin pneumatique ISO 6432, Courroie HTD 800-8M"
INT-00778,2024-03-11,MOT-003,Vibrations Anormales,22.00,Alexandre Petit,Vérin pneumatique ISO 6432
INT-00779,2024-08-10,MOT-001,Panne Hydraulique,30.25,Alexandre Petit,Vérin pneumatique ISO 6432
INT-00780,2024-08-19,CVY-005,Panne Pneumatique,36.25,A. PETIT,"Electrovanne 5/2, Relais temporisé"
INT-00781,2024-03-03,CNC-002,Panne Électrique,12.25,Isabelle Garcia,"Roulement SKF 6205, Graisse lithium NLGI 2, Capteur inductif M12"
INT-00782,2024-12-29,CVY-002,Fuite,24.75,Martin Dupont,Huile ISO VG 68
INT-00783,2024-10-15,CNC-002,Vibrations Anormales,22.75,M. Dupont,"Huile ISO VG 68, Electrovanne 5/2"
INT-00784,2024-08-07,MOT-007,Panne Hydraulique,34.75,Martin Dupont,Disjoncteur C16
INT-00785,2024-03-26,CVY-001,Surchauffe,17.25,Julie Moreau,
INT-00786,2024-12-07,CMP-002,Fuite,18.25,Sophie Bernard,Relais temporisé
INT-00787,2024-05-17,MOT-004,Usure Normale,8.00,Julie Moreau,Huile ISO VG 68
INT-00788,2024-08-15,MOT-005,Fuite,1.25,Thomas Laurent,"Relais temporisé, Electrovanne 5/2"
INT-00789,2024-12-05,CVY-010,Panne Mécanique,34.75,Celine Lefebvre,"Roulement SKF 6205, Courroie HTD 800-8M"
INT-00790,2024-03-13,PMP-007,Défaut Capteur,9.00,Martin Dupont,Fusible 10A
INT-00791,2024-08-20,CVY-007,Surchauffe,29.00,Julie Moreau,"Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-00792,2024-04-12,CNC-004,Panne Mécanique,11.75,Sophie Bernard,Fusible 10A
INT-00793,2024-06-04,CNC-001,Usure Normale,19.75,T.Laurent,"Roulement SKF 6205, Contacteur LC1D09, Graisse lithium NLGI 2"
INT-00794,2024-06-21,CMP-009,Surchauffe,32.50,Céline Lefebvre,Graisse lithium NLGI 2
INT-00795,2024-05-25,PMP-006,Panne Mécanique,26.75,Celine Lefebvre,Roulement SKF 6205
INT-00796,2024-11-14,MOT-006,,35.50,Sophie Bernard,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35"
INT-00797,2024-07-22,CNC-004,Fuite,47 heures 45 min,M. Dupont,Courroie HTD 800-8M
INT-00798,2024-05-13,PMP-009,Usure normale,15.75,Céline Lefebvre,Filtre hydraulique HF35
INT-00799,2024-02-06,CNC-006,Vibrations Anormales,7:15,Marie Simon,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-00800,2024-02-28,CNC-001,Fuite,40.50,Sophie Bernard,-
INT-00801,2024-03-10,MOT-008,Panne Electrique,10.00,Marie Simon,
INT-00802,2024-08-03,CVY-009,Vibrations Anormales,16.00,Sophie Bernard,Relais temporisé
INT-00803,2024-09-24,PMP-005,Panne Hydraulique,44.25,Sophie Bernard,Vérin pneumatique ISO 6432
INT-00804,2024-10-30,PMP-004,Défaut Capteur,22.75,Pierre Rodriguez,"Disjoncteur C16, Variateur ATV320"
INT-00805,2024-04-01,CVY-005,Défaut Capteur,8.00,Thomas Laurent,"Disjoncteur C16, Electrovanne 5/2"
INT-00806,2024-03-22,CNC-005,Fuite,2.50,Julie Moreau,"Vérin pneumatique ISO 6432, Disjoncteur C16"
INT-00807,2024-07-06,PMP-007,Panne Pneumatique,6.50,Marie Simon,
INT-00808,2024-01-19,CMP-009,Défaut Capteur,11.75,A. PETIT,"Relais temporisé, Joint torique NBR 40x3"
INT-00809,2024-11-22,PMP-004,Panne Électrique,42.00,I. Garcia,"Fusible 10A, Joint torique NBR 40x3"
INT-00810,2024-04-18,CMP-009,Défaut Capteur,11.75,Martin Dupont,Variateur ATV320
INT-00811,2024-06-10,CNC-008,Surchauffe,37.25,Pierre Rodriguez,"Huile ISO VG 68, Fusible 10A"
INT-00812,2024-07-21,CVY-002,Panne Mécanique,36.00,M. Dupont,Aucune
INT-00813,2024-05-17,MOT-010,Défaut Capteur,35.50,Julie Moreau,Capteur inductif M12
INT-00814,2024-11-20,CMP-003,Panne Hydraulique,20.25,Isabelle Garcia,
INT-00815,2024-11-19,CVY-006,Usure Normale,8.25,Julie Moreau,Courroie HTD 800-8M
INT-00816,2024-10-19,PMP-008,Vibrations Anormales,22.00,Alexandre Petit,Graisse lithium NLGI 2
INT-00817,2024-10-09,CMP-007,Panne Électrique,32.25,Isabelle Garcia,"Joint torique NBR 40x3, Variateur ATV320, Roulement SKF 6205"
INT-00818,2024-12-31,CMP-004,Panne Électrique,18.50,Sophie Bernard,Courroie HTD 800-8M
INT-00819,2024-11-25,CMP-003,Panne Électrique,12.25,Thomas Laurent,"Relais temporisé, Contacteur LC1D09"
INT-00820,2024-08-08,CNC-004,Usure Normale,28.25,Julie Moreau,N/A
INT-00821,2024-01-05,CNC-004,Usure Normale,8.75,Sophie Bernard,"Courroie HTD 800-8M, Relais temporisé"
INT-00822,2024-01-17,PMP-007,Défaut Capteur,26.00,Céline Lefebvre,Aucune
INT-00823,2024-01-28,CNC-009,Surchauffe,13.00,Marie Simon,"Huile ISO VG 68, Disjoncteur C16"
INT-00824,2024-12-28,PMP-010,Panne Mécanique,43:00,Julie Moreau,Fusible 10A
INT-00825,2024-09-25,CNC-004,Panne Électrique,12.25,Marie Simon,
INT-00826,2024-11-02,CNC-002,Panne Électrique,42.50,Julie Moreau,Relais temporisé; Vérin pneumatique ISO 6432
INT-00827,05.12.2024,CMP-003,Panne Hydraulique,38.75,Thomas Laurent,Huile ISO VG 68
INT-00828,2024-04-29,MOT-002,Panne Électrique,11.75,Thomas Laurent,Vérin pneumatique ISO 6432
INT-00829,2024-07-22,CVY-008,Def. Lubrification,18.00,Céline Lefebvre,Capteur inductif M12
INT-00830,2024-09-06,CVY-003,Fuite,32.25,Thomas Laurent,Aucune
INT-00831,2024-10-22,CVY-008,Défaut Lubrification,34.00,Alexandre Petit,Vérin pneumatique ISO 6432
INT-00832,2024-06-09,CNC-005,Panne Pneumatique,29.50,Martin Dupont,Graisse lithium NLGI 2
INT-00833,2024-10-06,CNC-006,Vibrations Anormales,40.75,Isabelle Garcia,Capteur inductif M12
INT-00834,2024-01-11,MOT-002,Panne Pneumatique,36.75,Pierre Rodriguez,"Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-00835,2024-01-10,MOT-001,Vibrations Anormales,0.25,Nicolas Michel,"Câble 3G2.5, Electrovanne 5/2, Huile ISO VG 68"
INT-00836,2024-02-18,CMP-002,Panne Hydraulique,6.25,Pierre Rodriguez,Contacteur LC1D09
INT-00837,2024-12-29,CVY-009,Vibrations Anormales,5.50,Isabelle Garcia,"Joint torique NBR 40x3, Contacteur LC1D09, Relais temporisé"
INT-00838,2024-07-04,CNC-004,Défaut Capteur,32h00,Marie Simon,Roulement SKF 6205
INT-00839,2024-02-14,MOT-005,Panne Pneumatique,1.25,Pierre Rodriguez,"Huile ISO VG 68, Graisse lithium NLGI 2"
INT-00840,2024-04-09,CVY-009,Panne Hydraulique,48.50,Pierre Rodriguez,"Variateur ATV320, Joint torique NBR 40x3"
INT-00841,2024-09-25,PMP-001,Usure Normale,18.50,S.Bernard,"Filtre hydraulique HF35, Roulement SKF 6205"
INT-00842,2024-05-08,PMP-004,Panne Pneumatique,11.00,Nicolas Michel,"Vérin pneumatique ISO 6432, Capteur inductif M12"
INT-00843,2024-06-27,CMP-001,Vibrations Anormales,4.75,Nicolas Michel,"Filtre hydraulique HF35, Disjoncteur C16"
INT-00844,2024-10-11,CMP-008,Défaut Lubrification,41.25,Alexandre Petit,
INT-00845,2024-03-03,PMP-002,Usure Normale,13.25,Marie Simon,
INT-00846,14-01-2024,CNC-008,Panne Hydraulique,37.25,Marie Simon,Huile ISO VG 68
INT-00847,2024-01-27,CNC-003,Panne Électrique,20 heures 15 min,Céline Lefebvre,Courroie HTD 800-8M
INT-00848,2024-05-05,CNC-001,Défaut Capteur,21.25,Nicolas Michel,Variateur ATV320
INT-00849,2024-02-16,CVY-006,Surchauffe,11.75,Sophie Bernard,"Electrovanne 5/2, Capteur inductif M12"
INT-00850,2024-11-13,CMP-004,Usure Normale,37 heures 45 min,Julie Moreau,Fusible 10A
INT-00851,2024-11-13,PMP-002,Défaut Capteur,9.50,Nicolas Michel,Roulement SKF 6205
INT-00852,2024-09-13,CNC-007,Usure Normale,20.00,Isabelle Garcia,-
INT-00853,2024-11-21,CVY-004,Panne Mécanique,18.75,Marie Simon,Disjoncteur C16
INT-00854,2024-04-05,CMP-007,Panne Pneumatique,20.75,Marie SIMON,"Filtre hydraulique HF35, Vérin pneumatique ISO 6432"
INT-00855,2024-07-12,PMP-007,Panne Pneumatique,8.75,Nicolas Michel,Courroie HTD 800-8M
INT-00856,2024-08-12,PMP-010,Panne Mécanique,14.75,Pierre Rodriguez,Capteur inductif M12
INT-00857,2024-03-24,CMP-002,Vibrations Anormales,42.00,Nicolas Michel,Fusible 10A
INT-00858,2024-10-24,MOT-008,Surchauffe,22.00,Sophie Bernard,"Electrovanne 5/2, Fusible 10A"
INT-00859,2024-01-25,PMP-004,Défaut Capteur,2.50,Martin Dupont,Huile ISO VG 68
INT-00860,2024-04-21,PMP-010,Usure Normale,5.00,Alexandre Petit,"Variateur ATV320, Vérin pneumatique ISO 6432, Fusible 10A"
INT-00861,2024-10-14,MOT-010,Panne Hydraulique,41.25,Nicolas Michel,"Courroie HTD 800-8M, Electrovanne 5/2"
INT-00862,2024-01-30,CNC-009,Panne Mécanique,13.25,Isabelle Garcia,"Graisse lithium NLGI 2, Vérin pneumatique ISO 6432"
INT-00863,2024-04-27,CMP-001,Fuite,24.50,Marie Simon,Aucune
INT-00864,24/03/2024,CVY-003,Panne Pneumatique,5.75,Pierre Rodriguez,Filtre hydraulique HF35
INT-00865,2024-02-14,CNC-003,Panne Électrique,18.75,Céline Lefebvre,Roulement SKF 6205
INT-00866,2024-05-13,PMP-003,Panne Électrique,10.75,Nicolas Michel,Fusible 10A
INT-00867,2024-08-27,CMP-002,Surchauffe,21.00,A. PETIT,"Câble 3G2.5, Filtre hydraulique HF35"
INT-00868,2024-04-05,PMP-002,Défaut Capteur,21.00,Marie Simon,Fusible 10A | Relais temporisé
INT-00869,2024-01-12,CMP-008,Usure normale,7.00,Julie Moreau,Graisse lithium NLGI 2
INT-00870,2024-11-10,MOT-002,Panne Pneumatique,22.00,Marie SIMON,Roulement SKF 6205
INT-00871,2024-07-07,CNC-003,Panne Pneumatique,13 heures 0 min,Julie Moreau,Fusible 10A
INT-00872,2024-04-22,CNC-005,Défaut Lubrification,31.50,Sophie Bernard,Huile ISO VG 68
INT-00873,2024-06-28,CMP-004,Fuite,14.75,Pierre Rodriguez,"Electrovanne 5/2, Graisse lithium NLGI 2, Disjoncteur C16"
INT-00874,2024-05-29,MOT-005,Vibrations Anormales,16.75,Sophie Bernard,"Filtre hydraulique HF35, Electrovanne 5/2"
INT-00875,2024-08-20,CNC-005,Défaut Lubrification,29.50,Nicolas Michel,"Courroie HTD 800-8M, Filtre hydraulique HF35"
INT-00876,2024-10-01,CMP-010,Panne Pneumatique,4.25,Céline Lefebvre,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35"
INT-00877,2024-01-04,CNC-008,Panne Électrique,26.8,Isabelle Garcia,Disjoncteur C16
INT-00878,2024-06-13,PMP-010,Usure Normale,20.50,Pierre Rodriguez,Aucune
INT-00879,2024-12-27,CNC-001,Vibrations Anormales,44.75,A. PETIT,Aucune
INT-00880,2024-12-10,CNC-001,Panne Pneumatique,28.25,Nicolas Michel,Graisse lithium NLGI 2
INT-00881,2024-09-29,CMP-009,Panne Mécanique,25.50,Martin Dupont,Capteur inductif M12
INT-00882,2024-03-12,CMP-007,Panne Mecanique,10.00,Pierre Rodriguez,Contacteur LC1D09
INT-00883,2024-04-16,PMP-007,Panne Mécanique,22.25,M. Dupont,N/A
INT-00884,2024-01-12,CMP-003,Panne Pneumatique,47.50,Thomas Laurent,
INT-00885,2024-06-18,MOT-004,Panne Électrique,30.50,Isabelle Garcia,Electrovanne 5/2
INT-00886,2024-12-11,MOT-002,Panne Hydraulique,5.75,Julie Moreau,Roulement SKF 6205
INT-00887,2024-06-25,MOT-005,Panne Pneumatique,33.75,Marie SIMON,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-00888,2024-02-02,MOT-001,Fuite,11.00,Marie Simon,Disjoncteur C16
INT-00889,2024-09-22,CMP-003,Vibrations Anormales,39 heures 15 min,Marie Simon,Capteur inductif M12
INT-00890,2024-03-12,PMP-004,Surchauffe,33.00,Julie Moreau,Contacteur LC1D09
INT-00891,2024-09-22,CNC-002,Panne Électrique,14.75,Sophie Bernard,Joint torique NBR 40x3
INT-00892,2024-12-05,MOT-009,Panne Pneumatique,9.25,Marie SIMON,Roulement SKF 6205
INT-00893,2024-12-20,MOT-007,Vibrations Anormales,31.75,Céline Lefebvre,"Huile ISO VG 68, Câble 3G2.5, Courroie HTD 800-8M"
INT-00894,2024-09-19,CMP-004,Vibrations Anormales,0.50,Pierre Rodriguez,
INT-00895,2024-05-23,CNC-010,Panne Mécanique,3.50,Nicolas Michel,"Câble 3G2.5, Graisse lithium NLGI 2, Fusible 10A"
INT-00896,2024-05-20,PMP-004,Panne Pneumatique,39.25,Marie Simon,Filtre hydraulique HF35
INT-00897,2024-10-04,PMP-001,Panne Pneumatique,8.50,Alexandre Petit,Variateur ATV320
INT-00898,2024-08-27,MOT-005,Vibrations Anormales,11.75,Marie SIMON,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35"
INT-00899,2024-01-20,CMP-002,Panne Électrique,7.50,Celine Lefebvre,Capteur inductif M12
INT-00900,2024-12-05,PMP-007,Panne Électrique,36.50,Céline Lefebvre,
INT-00901,07-07-2024,CVY-005,Panne Hydraulique,37.25,Thomas Laurent,"Variateur ATV320, Filtre hydraulique HF35"
INT-00902,2024-06-16,CNC-002,Panne Électrique,4.25,Isabelle Garcia,"Graisse lithium NLGI 2, Courroie HTD 800-8M, Variateur ATV320"
INT-00903,2024-06-06,CNC-006,Défaut Lubrification,1.25,Marie Simon,-
INT-00904,2024-11-18,PMP-010,Panne Hydraulique,30.5,Sophie Bernard,"Contacteur LC1D09, Electrovanne 5/2"
INT-00905,2024-03-01,PMP-008,Vibrations Anormales,1.25,Julie Moreau,Joint torique NBR 40x3 - Variateur ATV320 - Capteur inductif M12
INT-00906,2024-12-18,CNC-001,Panne Mécanique,19.00,Céline Lefebvre,"Graisse lithium NLGI 2, Electrovanne 5/2"
INT-00907,2024-05-17,CVY-008,Panne Pneumatique,28.0.00,A. PETIT,Aucune
INT-00908,2024-09-27,CVY-008,Panne Mécanique,7.00,Alexandre Petit,"Electrovanne 5/2, Capteur inductif M12"
INT-00909,2024-03-30,CMP-010,Fuite,27.25,Céline Lefebvre,"Disjoncteur C16, Variateur ATV320"
INT-00910,2024-05-29,CMP-002,Panne Pneumatique,9.75,Thomas Laurent,Roulement SKF 6205
INT-00911,2024-10-17,MOT-009,Panne Mécanique,36.75,Thomas Laurent,Graisse lithium NLGI 2
INT-00912,2024-08-04,MOT-004,Panne Électrique,4.75,Thomas Laurent,Roulement SKF 6205
INT-00913,2024-12-02,CMP-001,Surchauffe,33.0,Sophie Bernard,Huile ISO VG 68
INT-00914,2024-11-15,PMP-002,Défaut Lubrification,45:30,Julie Moreau,"Electrovanne 5/2, Huile ISO VG 68"
INT-00915,2024-11-06,CMP-006,Panne Électrique,9.50,Isabelle Garcia,Fusible 10A
INT-00916,2024-11-18,PMP-007,panne pneumatique,17.75,Isabelle Garcia,"Capteur inductif M12, Disjoncteur C16, Variateur ATV320"
INT-00917,2024-01-17,CVY-009,Usure Normale,5.50,Sophie Bernard,"Contacteur LC1D09, Relais temporisé"
INT-00918,2024-09-01,CNC-009,Défaut Lubrification,30.50,M. Dupont,"Filtre hydraulique HF35, Relais temporisé, Huile ISO VG 68"
INT-00919,2024-10-16,CNC-004,Défaut Lubrification,42.25,Pierre Rodriguez,Courroie HTD 800-8M
INT-00920,2024-05-04,MOT-007,Défaut Lubrification,44.00,Alexandre Petit,Huile ISO VG 68
INT-00921,12-08-2024,CMP-006,,39.25,Julie Moreau,"Courroie HTD 800-8M, Capteur inductif M12"
INT-00922,2024-05-20,CMP-005,Panne Électrique,1.75,Isabelle Garcia,"Joint torique NBR 40x3, Vérin pneumatique ISO 6432"
INT-00923,2024-09-08,CVY-009,Panne Électrique,21.00,Alexandre Petit,Capteur inductif M12
INT-00924,2024-06-29,PMP-004,Fuites,11.25,Thomas Laurent,Contacteur LC1D09
INT-00925,2024-09-21,CVY-007,Usure Normale,34.25,Thomas Laurent,Capteur inductif M12 | Electrovanne 5/2
INT-00926,2024-08-30,CNC-002,surchauffe,44.50,Marie Simon,
INT-00927,2024-01-04,CMP-008,Panne Électrique,7.25,Alexandre Petit,Roulement SKF 6205
INT-00928,2024-03-07,CMP-005,Vibrations Anormales,28.25,Céline Lefebvre,"Huile ISO VG 68, Capteur inductif M12"
INT-00929,2024-06-27,PMP-010,Usure Normale,19.50,N.Michel,Disjoncteur C16
INT-00930,2024-07-14,CVY-004,Vibrations Anormales,23.50,Martin Dupont,Joint torique NBR 40x3
INT-00931,2024-09-14,PMP-007,Défaut capteur,41.25,Isabelle Garcia,Joint torique NBR 40x3
INT-00932,2024-05-31,CMP-001,Panne Mécanique,26.25,S.Bernard,N/A
INT-00933,2024-01-11,CNC-007,,10.00,Sophie Bernard,Electrovanne 5/2
INT-00934,2024-06-21,CMP-002,Vibrations Anormales,33.25,I. Garcia,"Electrovanne 5/2, Câble 3G2.5"
INT-00935,2024-06-01,PMP-002,Vibrations Anormales,40.75,Martin Dupont,"Variateur ATV320, Relais temporisé, Disjoncteur C16"
INT-00936,2024-07-25,CVY-008,Panne Mécanique,6.00,Nicolas Michel,N/A
INT-00937,2024-03-07,PMP-004,Panne Mécanique,45.00,Isabelle Garcia,Capteur inductif M12
INT-00938,2024-02-07,CMP-010,Fuite,9.00,Pierre Rodriguez,Fusible 10A; Câble 3G2.5; Filtre hydraulique HF35
INT-00939,2024-02-12,CVY-010,Vibrations Anormales,39.75,Sophie Bernard,Filtre hydraulique HF35
INT-00940,2024-07-14,MOT-010,Usure Normale,40.25,Thomas Laurent,"Contacteur LC1D09, Disjoncteur C16, Roulement SKF 6205"
INT-00941,2024-08-30,CNC-010,Panne Mécanique,3.8,Marie Simon,Câble 3G2.5 - Capteur inductif M12
INT-00942,2024-10-27,CMP-002,Panne Hydraulique,40.25,Nicolas Michel,Variateur ATV320
INT-00943,2024-11-08,PMP-002,Panne Électrique,12.25,Marie Simon,Huile ISO VG 68
INT-00944,2024-04-04,CMP-007,Panne Hydraulique,22.75,RODRIGUEZ,"Variateur ATV320, Filtre hydraulique HF35"
INT-00945,2024-11-29,MOT-005,Panne Électrique,14.25,Sophie Bernard,Electrovanne 5/2
INT-00946,2024-08-21,CNC-002,Panne Mécanique,38.75,Céline Lefebvre,"Huile ISO VG 68, Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-00947,2024-11-24,CVY-007,surchauffe,19.50,Alexandre Petit,Huile ISO VG 68
INT-00948,2024-05-10,PMP-009,Vibrations Anormales,22.25,Marie SIMON,Contacteur LC1D09
INT-00949,06/09/2024,CMP-008,Défaut Capteur,9.75,A. PETIT,Graisse lithium NLGI 2
INT-00950,2024-05-29,CNC-008,Panne Mécanique,22.25,Celine Lefebvre,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-00951,2024-10-19,CMP-005,Panne Hydraulique,17.00,RODRIGUEZ,Courroie HTD 800-8M
INT-00952,2024-04-18,MOT-009,Usure Normale,8.25,Alexandre Petit,"Graisse lithium NLGI 2, Electrovanne 5/2"
INT-00953,2024-05-03,CNC-005,Panne Mécanique,5.50,Sophie Bernard,Graisse lithium NLGI 2
INT-00954,2024-10-27,PMP-003,Défaut Lubrification,21.00,Alexandre Petit,Huile ISO VG 68
INT-00955,2024-06-13,CVY-008,Panne Pneumatique,39:00,Martin Dupont,"Contacteur LC1D09, Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-00956,2024-01-25,CMP-008,Panne Électrique,35.50,Marie Simon,Filtre hydraulique HF35
INT-00957,2024-07-12,CMP-001,Usure normale,21.50,Marie Simon,Huile ISO VG 68
INT-00958,2024-04-16,CVY-009,Surchauffe,22.00,Céline Lefebvre,"Relais temporisé, Filtre hydraulique HF35"
INT-00959,2024-12-09,PMP-005,Panne Pneumatique,32.00,Julie Moreau,Vérin pneumatique ISO 6432
INT-00960,2024-05-26,MOT-010,Usure Normale,33.50,Martin Dupont,Graisse lithium NLGI 2
INT-00961,2024-10-31,CVY-003,Usure Normale,27.50,Pierre Rodriguez,"Relais temporisé, Graisse lithium NLGI 2"
INT-00962,2024-06-24,MOT-006,Panne Pneumatique,8.50,Martin Dupont,"Roulement SKF 6205, Fusible 10A"
INT-00963,22-05-2024,CNC-003,Défaut Lubrification,5.00,Isabelle Garcia,Fusible 10A
INT-00964,2024-06-13,MOT-004,Fuite,38.50,Nicolas Michel,Courroie HTD 800-8M
INT-00965,2024-05-26,CNC-009,Panne Mécanique,17.25,Thomas Laurent,Capteur inductif M12
INT-00966,2024-05-22,CMP-001,Panne Pneumatique,44.00,Alexandre Petit,"Fusible 10A, Vérin pneumatique ISO 6432"
INT-00967,2024-11-20,CNC-010,Usure Normale,28.75,Julie Moreau,N/A
INT-00968,2024-04-03,CNC-005,Fuite,33.25,Alexandre Petit,Relais temporisé
INT-00969,2024-01-06,CVY-001,Défaut Lubrification,27.75,Martin Dupont,Variateur ATV320
INT-00970,2024-03-27,CVY-005,Surchauffe,34.25,Martin Dupont,Câble 3G2.5
INT-00971,2024-02-06,CNC-001,,10.50,Céline Lefebvre,-
INT-00972,2024-09-10,CNC-008,Défaut Capteur,38.50,Sophie Bernard,Filtre hydraulique HF35
INT-00973,2024-11-17,CVY-004,Défaut Capteur,35h30,Isabelle Garcia,Roulement SKF 6205
INT-00974,2024-09-21,PMP-010,Défaut Lubrification,16.00,Isabelle Garcia,Roulement SKF 6205
INT-00975,2024-06-20,CVY-008,Panne Pneumatique,16.0.00,Alexandre Petit,Disjoncteur C16
INT-00976,2024-05-10,PMP-009,Vibrations Anormales,0.75,Marie Simon,Joint torique NBR 40x3
INT-00977,2024-11-07,CMP-008,Panne Hydraulique,27.00,A. PETIT,Relais temporisé
INT-00978,2024-09-02,CNC-003,Surchauffe,9.25,Julie Moreau,Vérin pneumatique ISO 6432
INT-00979,2024-12-21,CNC-010,,4.50,Julie Moreau,"Relais temporisé, Disjoncteur C16, Electrovanne 5/2"
INT-00980,2024-04-17,MOT-003,Vibration Anormale,22.75,Pierre Rodriguez,Courroie HTD 800-8M
INT-00981,2024-05-25,PMP-008,Défaut Lubrification,6.00,I. Garcia,Courroie HTD 800-8M
INT-00982,2024-04-08,CVY-003,Panne Mécanique,3.25,Céline Lefebvre,Câble 3G2.5
INT-00983,2024-01-08,CNC-010,Usure Normale,4.25,Julie Moreau,
INT-00984,27.07.2024,CVY-001,Défaut Lubrification,30.75,Julie Moreau,Aucune
INT-00985,2024-07-01,CMP-008,Usure Normale,17:45,N.Michel,
INT-00986,2024-08-01,CNC-003,Défaut Capteur,6.50,Pierre Rodriguez,Aucune
